GeneID:ID|Synonyms:String[]|Description|Source|:Label
PCYC:LMRG_01668|LMRG_01668|FIG008351: Transcriptional regulator, AraC family|PlantCyc_Gene|Gene
PCYC:LMRG_02745|LMRG_02745|N-Acetyl-D-glucosamine ABC transport system, permease protein 2|PlantCyc_Gene|Gene
PCYC:LMRG_00509|LMRG_00509|FIG032229: Molybdenum cofactor biosynthesis protein MoaB|PlantCyc_Gene|Gene
PCYC:LMRG_02176|LMRG_02176|FIG001818: LSU ribosomal protein L3p (L3e)|PlantCyc_Gene|Gene
PCYC:LMRG_00357|LMRG_00357;lmo0669|oxidoreductase, short-chain dehydrogenase/reductase family|PlantCyc_Gene|Gene
PCYC:LMRG_00871|LMRG_00871|FIG006865: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00117|LMRG_00117|FIG008662: Transcription antiterminator, BglG family|PlantCyc_Gene|Gene
PCYC:LMRG_01778|LMRG_01778|Internalin-like protein Lmo2470 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_02174|LMRG_02174|LSU ribosomal protein L23p (L23Ae)|PlantCyc_Gene|Gene
PCYC:LMRG_02450|LMRG_02450|PTS system, IIA component|PlantCyc_Gene|Gene
PCYC:LMRG_02650|LMRG_02650|DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)|PlantCyc_Gene|Gene
PCYC:LMRG_02836|LMRG_02836|FIG000300: Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)|PlantCyc_Gene|Gene
PCYC:LMRG_00815|LMRG_00815|1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)|PlantCyc_Gene|Gene
PCYC:LMRG_02760|LMRG_02760|Putative lipoprotein SAV1865|PlantCyc_Gene|Gene
PCYC:LMRG_00919|LMRG_00919|Phosphate starvation-inducible protein PhoH, predicted ATPase|PlantCyc_Gene|Gene
PCYC:LMRG_00177|LMRG_00177|FIG011171: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00605|LMRG_00605|Propanediol utilization protein PduM|PlantCyc_Gene|Gene
PCYC:LMRG_02643|LMRG_02643|Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)|PlantCyc_Gene|Gene
PCYC:LMRG_00590|LMRG_00590|Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)|PlantCyc_Gene|Gene
PCYC:LMRG_00441|LMRG_00441|transcriptional regulator, Crp family|PlantCyc_Gene|Gene
PCYC:LMRG_00652|LMRG_00652|Transmembrane component CbiQ of energizing module of cobalt ECF transporter|PlantCyc_Gene|Gene
PCYC:LMRG_01999|LMRG_01999|phosphosugar-binding transcriptional regulator, RpiR family|PlantCyc_Gene|Gene
PCYC:LMRG_00848|LMRG_00848|FIG001550: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)|PlantCyc_Gene|Gene
PCYC:LMRG_00702|LMRG_00702|Trehalose operon transcriptional repressor|PlantCyc_Gene|Gene
PCYC:LMRG_00709|LMRG_00709|Glutamate 5-kinase (EC 2.7.2.11)|PlantCyc_Gene|Gene
PCYC:LMRG_02012|LMRG_02012|FIG010675: Formate efflux transporter (TC 2.A.44 family)|PlantCyc_Gene|Gene
PCYC:LMRG_01425|LMRG_01425|Septum site-determining protein MinC|PlantCyc_Gene|Gene
PCYC:LMRG_01541|LMRG_01541|Phage major tail shaft protein|PlantCyc_Gene|Gene
PCYC:LMRG_00102|LMRG_00102|Internalin-like protein (LPXTG motif) Lmo0409 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_00074|LMRG_00074|FIG011398: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00567|LMRG_00567|FIG022369: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01789|gap;lmo2459|NAD-dependent glyceraldehyde-3-phosphate dehydrogenase/ADP-ribosyltransferase|PlantCyc_Gene|Gene
PCYC:LMRG_00971|LMRG_00971|Helicase PriA essential for oriC/DnaA-independent DNA replication|PlantCyc_Gene|Gene
PCYC:LMRG_00946|LMRG_00946|FIG008011: Oligoendopeptidase F|PlantCyc_Gene|Gene
PCYC:LMRG_01247|LMRG_01247|PTS system, galactitol-specific IIC component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_01426|LMRG_01426|Septum site-determining protein MinD|PlantCyc_Gene|Gene
PCYC:LMRG_02642|LMRG_02642|Cell division protein FtsH (EC 3.4.24.-)|PlantCyc_Gene|Gene
PCYC:LMRG_01357|LMRG_01357|Thioredoxin CDS_ID OB2235|PlantCyc_Gene|Gene
PCYC:LMRG_01202|LMRG_01202|Phosphopantetheine adenylyltransferase (EC 2.7.7.3)|PlantCyc_Gene|Gene
PCYC:LMRG_00527|LMRG_00527|FIG002484: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02432|LMRG_02432;lmo0004|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01699|LMRG_01699|FIG000092: LSU ribosomal protein L31p|PlantCyc_Gene|Gene
PCYC:LMRG_00595|LMRG_00595|Propanediol utilization polyhedral body protein PduB|PlantCyc_Gene|Gene
PCYC:LMRG_00516|LMRG_00516|Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)|PlantCyc_Gene|Gene
PCYC:LMRG_01227|LMRG_01227|Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)|PlantCyc_Gene|Gene
PCYC:LMRG_01120|LMRG_01120|Lmo1973 protein|PlantCyc_Gene|Gene
PCYC:LMRG_01597|LMRG_01597|FIG005754: 2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)|PlantCyc_Gene|Gene
PCYC:LMRG_01326|LMRG_01326|FIG009099: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02690|LMRG_02690|FIG007792: cell surface hydrolase (putative)|PlantCyc_Gene|Gene
PCYC:LMRG_02177|LMRG_02177|SSU ribosomal protein S10p (S20e)|PlantCyc_Gene|Gene
PCYC:LMRG_02196|LMRG_02196|FIG007007: PTS system, IIA component|PlantCyc_Gene|Gene
PCYC:LMRG_02778|LMRG_02778|FIG000966: OsmC/Ohr family protein|PlantCyc_Gene|Gene
PCYC:LMRG_00869|LMRG_00869|FIG008415: MDR-type permease|PlantCyc_Gene|Gene
PCYC:LMRG_02246|LMRG_02246|FIG015221: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00038|LMRG_00038|Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL|PlantCyc_Gene|Gene
PCYC:LMRG_01595|LMRG_01595|FIG010996: transport protein|PlantCyc_Gene|Gene
PCYC:LMRG_02505|LMRG_02505|Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)|PlantCyc_Gene|Gene
PCYC:LMRG_00003|LMRG_00003|FIG029882: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01834|LMRG_01834|FIG072797: Iron-sulfur cluster assembly protein SufD|PlantCyc_Gene|Gene
PCYC:LMRG_00727|LMRG_00727|FIG129406: Site-specific tyrosine recombinase|PlantCyc_Gene|Gene
PCYC:LMRG_00719|sipX;lmo1269|Signal peptidase I|PlantCyc_Gene|Gene
PCYC:LMRG_02884|LMRG_02884;lmo0479|putative secreted protein|PlantCyc_Gene|Gene
PCYC:LMRG_02701|LMRG_02701|FIG011330: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01579|LMRG_01579|Aspartate aminotransferase (EC 2.6.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00256|LMRG_00256|FIG001469: Beta-glucosidase (EC 3.2.1.21)|PlantCyc_Gene|Gene
PCYC:LMRG_01742|LMRG_01742|FIG000552: Cell division protein FtsX|PlantCyc_Gene|Gene
PCYC:LMRG_02107|LMRG_02107|FIG008174: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02218|uspA2;lmo2673|universal stress protein|PlantCyc_Gene|Gene
PCYC:LMRG_01016|LMRG_01016|FIG009542: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02841|LMRG_02841|FIG008854: DUF 1768|PlantCyc_Gene|Gene
PCYC:LMRG_01264|LMRG_01264|Mannose-6-phosphate isomerase (EC 5.3.1.8)|PlantCyc_Gene|Gene
PCYC:LMRG_02103|LMRG_02103|FIG028694: Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)|PlantCyc_Gene|Gene
PCYC:LMRG_00179|LMRG_00179|Ribose 5-phosphate isomerase B (EC 5.3.1.6)|PlantCyc_Gene|Gene
PCYC:LMRG_00060|LMRG_00060|FIG001582: Putative Nudix hydrolase YfcD (EC 3.6.-.-)|PlantCyc_Gene|Gene
PCYC:LMRG_02283|LMRG_02283|FIG077124: Multiple sugar ABC transporter, membrane-spanning permease protein MsmF|PlantCyc_Gene|Gene
PCYC:LMRG_02164|LMRG_02164|LSU ribosomal protein L5p (L11e)|PlantCyc_Gene|Gene
PCYC:LMRG_01714|LMRG_01714|ATP synthase C chain (EC 3.6.3.14)|PlantCyc_Gene|Gene
PCYC:LMRG_00334|LMRG_00334|FIG007952: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00814|LMRG_00814|Cold shock protein CspA|PlantCyc_Gene|Gene
PCYC:LMRG_02473|LMRG_02473|SSU ribosomal protein S6p|PlantCyc_Gene|Gene
PCYC:LMRG_01355|LMRG_01355|Glutamyl aminopeptidase (EC 3.4.11.7); Deblocking aminopeptidase|PlantCyc_Gene|Gene
PCYC:LMRG_02431|LMRG_02431;lmo0003|mate efflux family protein|PlantCyc_Gene|Gene
PCYC:LMRG_00147|LMRG_00147|FIG008867: Regulator of polyketide synthase expression|PlantCyc_Gene|Gene
PCYC:LMRG_01198|LMRG_01198|COG1399 protein in cluster with ribosomal protein L32p, Firmicutes subfamily|PlantCyc_Gene|Gene
PCYC:LMRG_00430|LMRG_00430|FIG008295: ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01278|LMRG_01278|Maltose/maltodextrin ABC transporter, permease protein MalF|PlantCyc_Gene|Gene
PCYC:LMRG_00113|LMRG_00113|Cell division protein FtsW|PlantCyc_Gene|Gene
PCYC:LMRG_02667|LMRG_02667|Cysteinyl-tRNA synthetase (EC 6.1.1.16)|PlantCyc_Gene|Gene
PCYC:LMRG_01915|LMRG_01915|FIG172577: PTS system, beta-glucoside-specific, IIB component|PlantCyc_Gene|Gene
PCYC:LMRG_02867|LMRG_02867|Internalin-like protein (LPXTG motif) Lmo0801 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_00403|LMRG_00403|Flagellar motor switch protein FliG|PlantCyc_Gene|Gene
PCYC:LMRG_01656|LMRG_01656|FIG008320: Transcriptional regulator, TetR family|PlantCyc_Gene|Gene
PCYC:LMRG_02510|LMRG_02510|sodium-dependent transporter|PlantCyc_Gene|Gene
PCYC:LMRG_01062|LMRG_01062|NAD-dependent malic enzyme (EC 1.1.1.38)|PlantCyc_Gene|Gene
PCYC:LMRG_01353|LMRG_01353|FIG007234: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01842|LMRG_01842|FIG003003: COG1801: Uncharacterized conserved protein|PlantCyc_Gene|Gene
PCYC:LMRG_00826|LMRG_00826;lmo1375|putative peptidase|PlantCyc_Gene|Gene
PCYC:LMRG_01381|LMRG_01381|NAD kinase (EC 2.7.1.23) homolog|PlantCyc_Gene|Gene
PCYC:LMRG_02350|LMRG_02350|FIG007708: transcriptional regulator, ArsR family|PlantCyc_Gene|Gene
PCYC:LMRG_02324|LMRG_02324|FIG030493: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02781|LMRG_02781|protease synthase and sporulation negative regulatory protein pai 1|PlantCyc_Gene|Gene
PCYC:LMRG_01931|LMRG_01931|FIG081563: N-acetylmannosamine kinase (EC 2.7.1.60)|PlantCyc_Gene|Gene
PCYC:LMRG_02152|LMRG_02152|SSU ribosomal protein S13p (S18e)|PlantCyc_Gene|Gene
PCYC:LMRG_00565|LMRG_00565|FIG014164: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00687|LMRG_00687;lmo1241|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02793|LMRG_02793|FIG010682: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02687|LMRG_02687|Heme efflux system ATPase HrtA|PlantCyc_Gene|Gene
PCYC:LMRG_02561|LMRG_02561|Methionine aminopeptidase (EC 3.4.11.18)|PlantCyc_Gene|Gene
PCYC:LMRG_02504|LMRG_02504|Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01615|LMRG_01615|Hypothetical protein SAV1839|PlantCyc_Gene|Gene
PCYC:LMRG_01101|LMRG_01101|Phosphopentomutase (EC 5.4.2.7)|PlantCyc_Gene|Gene
PCYC:LMRG_02341|LMRG_02341|ATP synthase beta chain (EC 3.6.3.14)|PlantCyc_Gene|Gene
PCYC:LMRG_02202|LMRG_02202|FIG023004: Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01837|LMRG_01837|Iron-sulfur cluster assembly protein SufB|PlantCyc_Gene|Gene
PCYC:LMRG_02257|LMRG_02257|FIG011443: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01659|LMRG_01659|FIG009006: sigma-54 dependent transcriptional regulator|PlantCyc_Gene|Gene
PCYC:LMRG_02069|LMRG_02069|FIG000524: Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)|PlantCyc_Gene|Gene
PCYC:LMRG_01204|LMRG_01204|FIG008103: hypothetical Cytosolic Protein|PlantCyc_Gene|Gene
PCYC:LMRG_01571|LMRG_01571|FIG015194: acetyltransferase, GNAT family|PlantCyc_Gene|Gene
PCYC:LMRG_00023|LMRG_00023|Internalin-like protein (LPXTG motif) Lmo0331 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_01408|LMRG_01408|FIG000101: Threonyl-tRNA synthetase (EC 6.1.1.3)|PlantCyc_Gene|Gene
PCYC:LMRG_02703|LMRG_02703|Lipoate-protein ligase A|PlantCyc_Gene|Gene
PCYC:LMRG_02709|LMRG_02709|DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)|PlantCyc_Gene|Gene
PCYC:LMRG_02754|LMRG_02754|Veg protein|PlantCyc_Gene|Gene
PCYC:LMRG_02293|LMRG_02293;lmo0869|2-amino-3-carboxymuconate-6-semialdehyde decarboxylase|PlantCyc_Gene|Gene
PCYC:LMRG_00325|LMRG_00325|FIG007513: transcriptional regulator|PlantCyc_Gene|Gene
PCYC:LMRG_02225|LMRG_02225|Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02339|LMRG_02339|ATP synthase alpha chain (EC 3.6.3.14)|PlantCyc_Gene|Gene
PCYC:LMRG_02414|LMRG_02414|glucose uptake protein|PlantCyc_Gene|Gene
PCYC:LMRG_02815|LMRG_02815|FIG007423: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01209|LMRG_01209|FIG001086: Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family|PlantCyc_Gene|Gene
PCYC:LMRG_00986|LMRG_00986|Uracil permease|PlantCyc_Gene|Gene
PCYC:LMRG_00172|LMRG_00172|3-dehydroquinate dehydratase I (EC 4.2.1.10)|PlantCyc_Gene|Gene
PCYC:LMRG_01472|LMRG_01472|FIG011945: O-methyltransferase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_01463|LMRG_01463|FIG003700: DNA-binding response regulator|PlantCyc_Gene|Gene
PCYC:LMRG_02025|LMRG_02025|FIG131987: Transcriptional regulator, TetR family|PlantCyc_Gene|Gene
PCYC:LMRG_02598|LMRG_02598|FIG009383: oxidoreductase, Gfo/Idh/MocA family|PlantCyc_Gene|Gene
PCYC:LMRG_02918|LMRG_02918|FIG085691: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01512|LMRG_01512|ORFID:MW0043|PlantCyc_Gene|Gene
PCYC:LMRG_00283|LMRG_00283|FIG009546: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01611|LMRG_01611|FIG127768: DNA double-strand break repair rad50 ATPase|PlantCyc_Gene|Gene
PCYC:LMRG_00048|LMRG_00048|PTS system, fructose-specific IIA component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_00798|LMRG_00798|Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)|PlantCyc_Gene|Gene
PCYC:LMRG_02763|LMRG_02763|FIG000395: A/G-specific adenine glycosylase (EC 3.2.2.-)|PlantCyc_Gene|Gene
PCYC:LMRG_02471|LMRG_02471|FIG002761: DedA protein|PlantCyc_Gene|Gene
PCYC:LMRG_02421|LMRG_02421|Predicted L-rhamnose permease RhaY|PlantCyc_Gene|Gene
PCYC:LMRG_01266|LMRG_01266|FIG007070: DNA-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01191|LMRG_01191|Cell division protein MraZ|PlantCyc_Gene|Gene
PCYC:LMRG_00228|LMRG_00228|FIG001702: Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)|PlantCyc_Gene|Gene
PCYC:LMRG_02761|LMRG_02761|Cysteinyl-tRNA synthetase related protein|PlantCyc_Gene|Gene
PCYC:LMRG_01129|LMRG_01129|FIG011089: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02335|LMRG_02335|FIG015158: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02976|LMRG_02976|Membrane component of multidrug resistance system|PlantCyc_Gene|Gene
PCYC:LMRG_01173|LMRG_01173|Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)|PlantCyc_Gene|Gene
PCYC:LMRG_00762|LMRG_00762|FIG012687: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01995|LMRG_01995|Recombination protein RecR|PlantCyc_Gene|Gene
PCYC:LMRG_02800|LMRG_02800|FIG008756: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_02684|LMRG_02684|Two-component response regulator colocalized with HrtAB transporter|PlantCyc_Gene|Gene
PCYC:LMRG_00548|LMRG_00548|FIG172564: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase( EC:2.7.7.40 )|PlantCyc_Gene|Gene
PCYC:LMRG_02000|LMRG_02000|FIG054739: Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component|PlantCyc_Gene|Gene
PCYC:LMRG_00560|LMRG_00560|FIG218531: Glyoxalase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_02814|LMRG_02814|FIG008567: metallo-beta-lactamase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_01746|LMRG_01746|FIG003404: membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_02638|LMRG_02638|S4-domain-containing heat shock protein|PlantCyc_Gene|Gene
PCYC:LMRG_01537|LMRG_01537|Protein gp8 [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_01466|LMRG_01466|FIG000139: Alanyl-tRNA synthetase (EC 6.1.1.7)|PlantCyc_Gene|Gene
PCYC:LMRG_00154|LMRG_00154|FIG067075: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02382|LMRG_02382|FIG007048: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00284|LMRG_00284|FIG010381: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02748|LMRG_02748|Alpha-glucosidase (EC 3.2.1.20)|PlantCyc_Gene|Gene
PCYC:LMRG_02653|LMRG_02653|FIG077021: Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.52)|PlantCyc_Gene|Gene
PCYC:LMRG_01732|LMRG_01732|FIG000605: protein co-occurring with transport systems (COG1739)|PlantCyc_Gene|Gene
PCYC:LMRG_00227|LMRG_00227|Glucitol operon activator protein|PlantCyc_Gene|Gene
PCYC:LMRG_01860|LMRG_01860|Inner membrane ABC transporter permease protein YcjO|PlantCyc_Gene|Gene
PCYC:LMRG_00749|LMRG_00749|Glutamine synthetase type I (EC 6.3.1.2)|PlantCyc_Gene|Gene
PCYC:LMRG_00417|LMRG_00417|FIG007401: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01077|LMRG_01077|Heptaprenyl diphosphate synthase component II (EC 2.5.1.30)|PlantCyc_Gene|Gene
PCYC:LMRG_01452|LMRG_01452|FIG009113: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01496|LMRG_01496|L-Cystine ABC transporter, permease protein TcyM|PlantCyc_Gene|Gene
PCYC:LMRG_01193|LMRG_01193|FIG024537: Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein oppA (TC 3.A.1.5.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02501|LMRG_02501|Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)|PlantCyc_Gene|Gene
PCYC:LMRG_00790|LMRG_00790|FIG009094: lipoprotein|PlantCyc_Gene|Gene
PCYC:LMRG_00968|LMRG_00968|Protein serine/threonine phosphatase PrpC, regulation of stationary phase|PlantCyc_Gene|Gene
PCYC:LMRG_00258|LMRG_00258|FIG015773: cell wall surface anchor family protein|PlantCyc_Gene|Gene
PCYC:LMRG_02899|LMRG_02899|FIG009574: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01011|LMRG_01011|FIG002584: COG1272: Predicted membrane protein hemolysin III homolog|PlantCyc_Gene|Gene
PCYC:LMRG_00413|LMRG_00413|FIG007473: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02569|LMRG_02569|PTS system, cellobiose-specific IIB component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_02082|LMRG_02082|Deblocking aminopeptidase (EC 3.4.11.-)|PlantCyc_Gene|Gene
PCYC:LMRG_01225|LMRG_01225|FIG007846: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01769|LMRG_01769|FIG007993: TPR domain protein|PlantCyc_Gene|Gene
PCYC:LMRG_02917|LMRG_02917|FIG013420: Listeria RofA-like transcriptional regulator|PlantCyc_Gene|Gene
PCYC:LMRG_00897|LMRG_00897|FIG000479: Zinc uptake regulation protein ZUR|PlantCyc_Gene|Gene
PCYC:LMRG_00489|LMRG_00489|FIG007503: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00288|LMRG_00288|FIG006907: Na+ driven multidrug efflux pump|PlantCyc_Gene|Gene
PCYC:LMRG_01855|LMRG_01855|FIG010077: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02861|LMRG_02861|FIG031666: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00555|LMRG_00555|NAD synthetase (EC 6.3.1.5)|PlantCyc_Gene|Gene
PCYC:LMRG_02108|LMRG_02108|FIG006878: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00692|LMRG_00692|FIG013313: ATP-dependent RNA helicase YxiN|PlantCyc_Gene|Gene
PCYC:LMRG_01271|LMRG_01271|FIG009003: acetyltransferase, GNAT family|PlantCyc_Gene|Gene
PCYC:LMRG_01053|LMRG_01053|Methylglyoxal synthase (EC 4.2.3.3)|PlantCyc_Gene|Gene
PCYC:LMRG_01469|LMRG_01469|Ortholog of S. aureus MRSA252 (BX571856) SAR1694|PlantCyc_Gene|Gene
PCYC:LMRG_01107|LMRG_01107|Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3)|PlantCyc_Gene|Gene
PCYC:LMRG_00222|LMRG_00222|FIG011018: Penicillin-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_00189|LMRG_00189|PTS system, galactitol-specific IIC component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_00501|LMRG_00501|FIG002718: Molybdenum transport system permease protein ModB (TC 3.A.1.8.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00770|LMRG_00770|FIG041038: DNA polymerase III alpha subunit (EC 2.7.7.7)|PlantCyc_Gene|Gene
PCYC:LMRG_00994|LMRG_00994|FIG024473: Manganese ABC transporter, periplasmic-binding protein SitA|PlantCyc_Gene|Gene
PCYC:LMRG_01540|LMRG_01540|Protein gp11 [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_02735|LMRG_02735|Thioredoxin reductase (EC 1.8.1.9)|PlantCyc_Gene|Gene
PCYC:LMRG_00245|LMRG_00245|Imidazole glycerol phosphate synthase cyclase subunit|PlantCyc_Gene|Gene
PCYC:LMRG_00508|LMRG_00508|FIG002018: Molybdenum cofactor biosynthesis protein MoaA|PlantCyc_Gene|Gene
PCYC:LMRG_01774|LMRG_01774|Hypothetical ATP-binding protein UPF0042, contains P-loop|PlantCyc_Gene|Gene
PCYC:LMRG_01676|LMRG_01676|FIG009436: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01367|LMRG_01367|FIG133676: Chorismate mutase I (EC 5.4.99.5) / 2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)|PlantCyc_Gene|Gene
PCYC:LMRG_00601|LMRG_00601|Propanediol utilization polyhedral body protein PduK|PlantCyc_Gene|Gene
PCYC:LMRG_01364|LMRG_01364|FIG007336: aminopeptidase|PlantCyc_Gene|Gene
PCYC:LMRG_01461|LMRG_01461|FIG059211: RecD-like DNA helicase YrrC|PlantCyc_Gene|Gene
PCYC:LMRG_01882|LMRG_01882|FIG012121: major facilitator family transporter|PlantCyc_Gene|Gene
PCYC:LMRG_02114|LMRG_02114|Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)|PlantCyc_Gene|Gene
PCYC:LMRG_01560|LMRG_01560|FIG028544: Competence transcription factor|PlantCyc_Gene|Gene
PCYC:LMRG_01562|LMRG_01562|FIG132305: ATP-dependent nuclease, subunit B|PlantCyc_Gene|Gene
PCYC:LMRG_01651|LMRG_01651|NPQTN specific sortase B|PlantCyc_Gene|Gene
PCYC:LMRG_02369|LMRG_02369|FIG008040: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01741|LMRG_01741|FIG002914: Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02644|LMRG_02644|FIG003751: Chaperonin (heat shock protein 33)|PlantCyc_Gene|Gene
PCYC:LMRG_01538|LMRG_01538|Protein gp9 [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_01083|LMRG_01083|FIG000309: Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)|PlantCyc_Gene|Gene
PCYC:LMRG_01190|LMRG_01190|FIG000172: S-adenosyl-methyltransferase MraW (EC 2.1.1.-)|PlantCyc_Gene|Gene
PCYC:LMRG_01974|LMRG_01974|multidrug efflux transporter transcriptional regulatory protein|PlantCyc_Gene|Gene
PCYC:LMRG_00867|LMRG_00867|Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)|PlantCyc_Gene|Gene
PCYC:LMRG_01712|LMRG_01712|ATP synthase protein I|PlantCyc_Gene|Gene
PCYC:LMRG_02290|LMRG_02290|FIG010288: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01097|LMRG_01097|Segregation and condensation protein B|PlantCyc_Gene|Gene
PCYC:LMRG_00475|LMRG_00475|D-serine/D-alanine/glycine transporter|PlantCyc_Gene|Gene
